"Identifier","Personal title","First name","Middle name","Last name","Company","Account number","Tax number","Register number","Country","State","City","Zip","Address","Web","Email (1)","Email (2)","Phone (1)","Phone (2)","Fax","Mobile (1)","Mobile (2)","Note","Day of birth","RemindDay","Status"
"","","Friedemann","","Gowaplau","","","","","","","Immenstadt i.Allgäu","87509","Ludwigstrasse 240","","oroli61@outloock.de","","08785/34212175","","","","","","","-1",""
"","","Rebekka","","Zuviplaumeiner","","","","","","","Nastätten","56355","Bismarckstrasse 279","","itezo73@yahoo.de","","0133332/9959566","","","","","","","-1",""
"","","Guido","","Köwegedestein","","","","","","","Gehren","98708","Schützenstrasse 231","","ivari77@test.de","","0331/45133625","","","","","","","-1",""
"","","Philippe","","Galusege","","","","","","","Lauda-Königshofen","97922","Mörikestrasse 237","","urele96@surfnet.de","","065552/692892529","","","","","","","-1",""
"","","Alfonso","","Podamauweiner","","","","","","","Betzdorf","57518","Uhlandstrasse 42d","","iwifi73@t-online.de","","052368/77325","","","","","","","-1",""
"","","Adelheid","","Tutomatt","","","","","","","Wermelskirchen","42929","Erlenstrasse 180","","adelheid.tutomatt54@gmail.com","","0941/174694119","","","","","","","-1",""
"","","Lisbeth","","Förefereson","","","","","","","Neustadt a.d.Donau","93333","Heckenweg 235c","","itimo66@surfnet.de","","0321597/41159463","","","","","","","-1",""
"","","Marleen","","Zädavare","","","","","","","Waldenbuch","71111","Tannenstrasse 182","","orolu79@t-online.de","","045359/38394856","","","","","","","-1",""
"","","Dora","","Dutosedeweiner","","","","","","","Schkölen","07619","Schubertstrasse 128","","dora.dutosedeweiner62@gmail.de","","03472/724659","","","","","","","-1",""
"","","Emil","","Rowuwedehein","","","","","","","Neumark","99439","Kurze Strasse 8","","isoto77@t-online.de","","0384/87535967","","","","","","","-1",""
"","","Simona","","Däwiflodemüller","","","","","","","Schwarzenbach a.Wald","95131","Ulmenweg 9","","isati80@gmail.de","","0232491/96455","","","","","","","-1",""
"","","Jozef","","Golisadestein","","","","","","","Heidenau","01809","Schulweg 114","","iwife88@gmail.de","","0627172/88482","","","","","","","-1",""
"","","Yilmaz","","Putofledestein","","","","","","","Oschersleben (Bode)","39387","Eschenweg 291","","iwefo76@outloock.de","","0359/95496872","","","","","","","-1",""
"","","Zoran","","Schulze","","","","","","","Starnberg","82319","Erlenweg 183a","","utize62@t-online.de","","01515/74324","","","","","","","-1",""
"","","Romana","","Wuseschattmüller","","","","","","","Seßlach","96145","August-Bebel-Strasse 226","","romana.wuseschattmueller76@gmx.de","","0836684/989369918","","","","","","","-1",""
"","","Aleksandr","","Towefomeiner","","","","","","","Ettlingen","76275","Alte Dorfstrasse 284","","udopo64@gmail.de","","024254/243282","","","","","","","-1",""
"","","Riza","","Hilisedestein","","","","","","","Jüterbog","14913","Friedenstrasse 74","","uwefa59@outloock.de","","0926434/796993","","","","","","","-1",""
"","","Toralf","","Covido","","","","","","","Schloß Holte-Stukenbrock","33758","Robert-Bosch-Strasse 174","","utumi55@gmail.de","","071595/1477618","","","","","","","-1",""
"","","Aleksander","","Wovumattweiner","","","","","","","Homberg (Efze), Reformationsstadt","34576","Teichstrasse 228","","aleksander.wovumattweiner82@surfnet.de","","058155/681758","","","","","","","-1",""
"","","Emmerich","","Rulibodostein","","","","","","","Marienmünster","37696","Ludwigstrasse 96","","adupe69@email.com","","01284/732185","","","","","","","-1",""
"","","Bruno","","Govebustein","","","","","","","Bad Windsheim","91438","Kurze Strasse 227","","utime69@surfnet.de","","05254/86623","","","","","","","-1",""
"","","Anna-Luise","","Masugedemeiner","","","","","","","Neutraubling","93073","Teichstrasse 211","","idape62@t-online.de","","0432592/43236","","","","","","","-1",""
"","","Erkan","","Risuwade","","","","","","","Öhringen","74613","Ringstrasse 117","","ewefe89@email.com","","069751/4693246","","","","","","","-1",""
"","","Isabelle","","Melubiweiner","","","","","","","Koblenz","56068","Berliner Strasse 54","","isabelle.melubiweiner54@gmail.de","","0822975/552442","","","","","","","-1",""
"","","Klothilde","","Zötasede","","","","","","","Schleiz","07907","Höhenweg 26","","klothilde.zoetasede73@yahoo.de","","0968/43447499","","","","","","","-1",""
"","","Christel","","Kaiser","","","","","","","Hofheim i.UFr.","97461","Fichtenweg 271","","ulake90@yahoo.de","","03981/19167546","","","","","","","-1",""
"","","Natali","","Hulefo","","","","","","","Möckmühl","74219","Sandweg 262","","natali.hulefo91@outloock.de","","0611374/6169211","","","","","","","-1",""
"","","Konstantin","","Fitowatte","","","","","","","Eisfeld","98673","Weidenweg 118","","etumo71@gmx.de","","098911/5371981","","","","","","","-1",""
"","","Tilmann","","Dutulode","","","","","","","Rüdesheim am Rhein","65385","Buchenweg 133","","otazu78@surfnet.de","","079615/492338","","","","","","","-1",""
"","","Eugen","","Walter","","","","","","","Eilenburg","04838","Im Winkel 286","","avora66@yahoo.de","","0152263/624116","","","","","","","-1",""
"","","Andrej","","Schröder","","","","","","","Rheinbach","53359","Finkenweg 249","","andrej.schroeder71@test.de","","01776/699467","","","","","","","-1",""
"","","Matthäus","","Lötubason","","","","","","","Wismar","23952","Goethestrasse 204","","udipa92@surfnet.de","","0366223/726726","","","","","","","-1",""
"","","Sinaida","","Nivubodomüller","","","","","","","Coesfeld","48653","Bachstrasse 85","","sinaida.nivubodomueller54@surfnet.de","","01262/122352","","","","","","","-1",""
"","","Nermin","","Sävido","","","","","","","Erbach","64711","Friedrichstrasse 140","","aleke93@test.de","","0971/899248256","","","","","","","-1",""
"","","Theodora","","Gisufi","","","","","","","Usingen","61250","Am Sportplatz 192","","theodora.gisufi76@surfnet.de","","056852/37299","","","","","","","-1",""
"","","Anne","","Puwuhedemeiner","","","","","","","Grevesmühlen","23936","Friedhofstrasse 159","","usete88@gmx.de","","0431757/83487","","","","","","","-1",""
"","","Muharrem","","Fosidi","","","","","","","Naumburg (Saale)","06618","Südstrasse 257","","muharrem.fosidi73@gmail.com","","04947/31935551","","","","","","","-1",""
"","","Hans","","Putusede","","","","","","","Hilchenbach","57271","Brunnenstrasse 205","","hans.putusede83@test.de","","032431/155578","","","","","","","-1",""
"","","Gerlinde","","Fischer","","","","","","","Geisenfeld","85290","Starenweg 152","","utiza89@gmx.de","","0347/79747","","","","","","","-1",""
"","","Leonhard","","Betobi","","","","","","","Querfurt","06268","Nelkenweg 70","","avore55@outloock.de","","0199196/95358436","","","","","","","-1",""
"","","Johanne","","Täwevademüller","","","","","","","Marburg","35037","Rathausstrasse 233","","eliku71@test.de","","022316/6634377","","","","","","","-1",""
"","","Rebekka","","Musumaumeiner","","","","","","","Bad Bibra","06647","Finkenstrasse 182","","usate84@test.de","","0316/5728997","","","","","","","-1",""
"","","Robby","","Havavore","","","","","","","Loitz","17121","Siedlung 147","","uwifi87@email.com","","059146/675679196","","","","","","","-1",""
"","","Marius","","Zuduflede","","","","","","","Penzberg","82377","Kapellenstrasse 190","","uwufi86@gmx.de","","0461759/71851","","","","","","","-1",""
"","","Daniel","","Bütubihein","","","","","","","Düren","52349","Parkstrasse 230","","edopi67@t-online.de","","03367/788222","","","","","","","-1",""
"","","Anneke","","Jorofi","","","","","","","Orlamünde","07768","Kolpingstrasse 37","","anneke.jorofi73@outloock.de","","0128593/4275873","","","","","","","-1",""
"","","Elfie","","Götolatemeiner","","","","","","","Kappeln","24376","Rosenstrasse 295","","ewofi55@email.com","","0934815/265362738","","","","","","","-1",""
"","","Heinz-Peter","","Dorelaumeiner","","","","","","","Bockenem","31167","Kirchplatz 282c","","elaka91@gmail.de","","078516/96839","","","","","","","-1",""
"","","Andrea","","Huber","","","","","","","Löhne","32584","Grenzweg 93","","itoma97@email.com","","0455552/147692","","","","","","","-1",""
"","","Olena","","Bilolatemeiner","","","","","","","Linnich","52441","Fichtenstrasse 91","","asate69@gmail.de","","0217/616367586","","","","","","","-1",""
"","","Massimo","","Widudahein","","","","","","","Oberasbach","90522","Lindenstrasse 61","","massimo.widudahein71@email.com","","04347/582892","","","","","","","-1",""
"","","Emin","","Diwufoson","","","","","","","Steinfurt","48565","Kirchstrasse 156","","emin.diwufoson82@gmail.de","","019817/45725","","","","","","","-1",""
"","","Maja","","Lävevadehein","","","","","","","Wildeshausen","27793","Ulmenstrasse 17","","maja.laevevadehein60@email.com","","0158/877572","","","","","","","-1",""
"","","Salih","","Klein","","","","","","","Bexbach","66450","Hölderlinstrasse 298","","oluka59@gmail.com","","0488162/871634","","","","","","","-1",""
"","","Alfredo","","Midimodehein","","","","","","","Biesenthal","16359","Rosenstrasse 277","","alfredo.midimodehein58@surfnet.de","","024364/99499","","","","","","","-1",""
"","","Remo","","Tätosedeson","","","","","","","Veringenstadt","72519","August-Bebel-Strasse 263","","uvira78@gmx.de","","054184/981867738","","","","","","","-1",""
"","","Alan","","Halumatt","","","","","","","Mainburg","84048","Brunnenweg 140c","","alan.halumatt54@outloock.de","","0274427/836259945","","","","","","","-1",""
"","","Rose-Marie","","Schmitz","","","","","","","Lübbenau/Spreewald","03222","Robert-Bosch-Strasse 228","","rose-marie.schmitz88@gmx.de","","0381181/76949367","","","","","","","-1",""
"","","Aloys","","Becker","","","","","","","Müllheim","79379","Birkenstrasse 252","","udepe59@t-online.de","","0583/41665","","","","","","","-1",""
"","","Gebhard","","Miradomeiner","","","","","","","Fürstenau","49584","Rotdornweg 3","","osoti99@yahoo.de","","0439/621988299","","","","","","","-1",""
"","","Gerlinde","","Fischer","","","","","","","Eibenstock","08309","Mühlweg 177","","uwufi83@gmx.de","","094254/658373252","","","","","","","-1",""
"","","Hans-Henning","","Schulz","","","","","","","Uebigau-Wahrenbrück","04938","Fliederweg 31","","hans-henning.schulz89@yahoo.de","","08552/76998585","","","","","","","-1",""
"","","Jens-Uwe","","Lösisede","","","","","","","Bühl","77815","Mühlgasse 18","","jens-uwe.loesisede56@outloock.de","","0156172/6528333","","","","","","","-1",""
"","","Patricia","","Gasuhedeson","","","","","","","Neresheim","73450","Leipziger Strasse 142","","avoro54@gmx.de","","0166/361671553","","","","","","","-1",""
"","","Eric","","Zovawadestein","","","","","","","Schönau im Schwarzwald","79677","Drosselweg 216","","otezi84@test.de","","0159675/634425","","","","","","","-1",""
"","","Gunhild","","Gereplauweiner","","","","","","","Stadtlengsfeld","36457","Wacholderweg 180","","owafe59@surfnet.de","","0196/95468994","","","","","","","-1",""
"","","Rigo","","Becker","","","","","","","Nideggen","52385","Danziger Strasse 164","","arila54@surfnet.de","","03457/633587","","","","","","","-1",""
"","","Stella","","Bolubede","","","","","","","Rosenthal","35119","Lilienweg 295d","","etoza66@email.com","","0789/1298757","","","","","","","-1",""
"","","Judith","","Köhler","","","","","","","Tecklenburg","49545","Südstrasse 82","","oleko94@gmail.com","","0643/82681294","","","","","","","-1",""
"","","Ehrentraud","","Fuvuschatt","","","","","","","Immenstadt i.Allgäu","87509","Sandweg 112","","iwifa54@gmail.com","","0421562/436933","","","","","","","-1",""
"","","Anja","","Cedomaustein","","","","","","","Pinneberg","25421","Kapellenweg 172","","anja.cedomaustein94@gmail.de","","03676/39833","","","","","","","-1",""
"","","Gustav","","Schmitz","","","","","","","Freinsheim","67251","Kiefernweg 91","","ilaki73@t-online.de","","0786161/563332198","","","","","","","-1",""
"","","Christa-Maria","","Däduwadestein","","","","","","","Gundelsheim","74831","Rotdornweg 202d","","christa-maria.daeduwadestein74@gmail.de","","0562786/655118","","","","","","","-1",""
"","","Tomislav","","Zawilateson","","","","","","","Güstrow","18273","Birkenstrasse 4","","odepi91@surfnet.de","","0416855/73673567","","","","","","","-1",""
"","","Sigurd","","Sasulate","","","","","","","Ladenburg","68526","Wiesengrund 297","","iwifa59@email.com","","0139276/18311","","","","","","","-1",""
"","","Sönke","","Schmid","","","","","","","Telgte","48291","Leipziger Strasse 81","","soenke.schmid88@gmail.de","","036686/76518849","","","","","","","-1",""
"","","Lorenzo","","Ritavorestein","","","","","","","Viechtach","94234","Waldstrasse 13","","adupu77@yahoo.de","","0755437/998225173","","","","","","","-1",""
"","","Karl-Ludwig","","Cerilodemeiner","","","","","","","Grevesmühlen","23936","Daimlerstrasse 19d","","otima57@surfnet.de","","052323/63339","","","","","","","-1",""
"","","Ercan","","Cerivarehein","","","","","","","Pattensen","30982","Am Hang 224","","ercan.cerivarehein70@gmx.de","","04963/584976","","","","","","","-1",""
"","","Miriam","","Zuvagede","","","","","","","Frankenberg (Eder)","35066","Luisenstrasse 283","","asoti91@yahoo.de","","09496/73783","","","","","","","-1",""
"","","Karl-Heinz","","Kutisadehein","","","","","","","Göppingen","73033","Fliederweg 2","","otami99@outloock.de","","09671/39334165","","","","","","","-1",""
"","","Mariana","","Wagner","","","","","","","Kappeln","24376","Sandweg 51","","ewufi71@gmail.de","","033553/14399857","","","","","","","-1",""
"","","Muzaffer","","Becker","","","","","","","Borken","46325","Grenzweg 151","","muzaffer.becker98@t-online.de","","06871/35391489","","","","","","","-1",""
"","","Yasmin","","Schmid","","","","","","","Johanngeorgenstadt","08349","Industriestrasse 35","","overu71@gmail.de","","095313/79127","","","","","","","-1",""
"","","Jolanta","","Rüvovode","","","","","","","Sehnde","31319","Am Hang 9","","otuze62@gmail.de","","02194/45878","","","","","","","-1",""
"","","Corina","","Schmid","","","","","","","Bad Berleburg","57319","Karlstrasse 101","","ewofo81@email.com","","0837268/985566887","","","","","","","-1",""
"","","Rolf-Dieter","","Bätabison","","","","","","","Bersenbrück","49593","Siemensstrasse 226","","rolf-dieter.baetabison71@gmx.de","","0551/549522829","","","","","","","-1",""
"","","Wolf-Rüdiger","","Beluvode","","","","","","","Porta Westfalica","32457","Pfarrgasse 18a","","isote55@outloock.de","","0359899/91858","","","","","","","-1",""
"","","Kaspar","","Hovofledemüller","","","","","","","Rerik","18230","Im Winkel 193","","awofi92@gmail.de","","0944/367763562","","","","","","","-1",""
"","","Uwe","","Hiwahedehein","","","","","","","Burg","39288","Ahornweg 235","","uwe.hiwahedehein96@gmail.de","","078944/512187933","","","","","","","-1",""
"","","Elmar","","Cotomaumeiner","","","","","","","Landsberg","06188","Grüner Weg 136","","erilu81@yahoo.de","","0592439/792537471","","","","","","","-1",""
"","","Meike","","Barodu","","","","","","","Friedland","15848","Teichstrasse 157","","asati99@gmail.de","","0946823/171882786","","","","","","","-1",""
"","","Diether","","Filifledeson","","","","","","","Luckenwalde","14943","Im Wiesengrund 230","","diether.filifledeson88@outloock.de","","0214/728978","","","","","","","-1",""
"","","Maren","","Besalatestein","","","","","","","Nebra (Unstrut)","06642","Starenweg 111","","maren.besalatestein81@gmail.com","","0557737/9134393","","","","","","","-1",""
"","","Ruben","","Kivesegemeiner","","","","","","","Wetzlar","35578","Nelkenweg 227a","","utimu78@gmail.de","","02718/55529246","","","","","","","-1",""
"","","Utz","","Vivowatte","","","","","","","Gifhorn","38518","Mittelstrasse 173","","utz.vivowatte89@test.de","","05889/49794857","","","","","","","-1",""
"","","Klaudia","","Kotesade","","","","","","","Sulingen","27232","Lilienweg 195","","ereli63@surfnet.de","","09626/38617","","","","","","","-1",""
"","","Edeltraut","","Kurewedeweiner","","","","","","","Hemau","93155","Geschwister-Scholl-Strasse 214","","edeltraut.kurewedeweiner60@t-online.de","","0184/799513256","","","","","","","-1",""
"","","Meinhard","","Wavaflodeson","","","","","","","Bodenwerder, Münchhausenstadt","37619","Industriestrasse 41","","meinhard.wavaflodeson94@t-online.de","","0848/967823272","","","","","","","-1",""
"","","Calogero","","Müller","","","","","","","Volkmarsen","34471","Schützenstrasse 106","","calogero.mueller63@yahoo.de","","025362/375366","","","","","","","-1",""
"","","Ernst-Otto","","Bisifistein","","","","","","","Lichtenau","33165","Rosenstrasse 210","","urala79@gmx.de","","0518/169118","","","","","","","-1",""
"","","Anneliese","","Guragradeweiner","","","","","","","Thalheim/Erzgeb.","09380","Dieselstrasse 183","","anneliese.guragradeweiner91@t-online.de","","0747/1434391","","","","","","","-1",""
"","","Irina","","Schulze","","","","","","","Schlitz","36110","Römerstrasse 123","","irina.schulze88@surfnet.de","","0926285/661299669","","","","","","","-1",""
"","","Christin","","Ralesegemüller","","","","","","","Gebesee","99189","Siemensstrasse 77","","christin.ralesegemueller88@surfnet.de","","0286577/84584239","","","","","","","-1",""
"","","Jürgen","","Huber","","","","","","","Hof","95028","Markt 281","","juergen.huber66@t-online.de","","071286/932629","","","","","","","-1",""
"","","Eveline","","Bevosedemeiner","","","","","","","Neuenhaus","49828","Hochstrasse 241","","eleka71@yahoo.de","","099345/362958239","","","","","","","-1",""
"","","Trudel","","König","","","","","","","Bleckede","21354","Steinweg 103","","trudel.koenig75@email.com","","035629/24189","","","","","","","-1",""
"","","Burkhardt","","Vätilodemüller","","","","","","","Tirschenreuth","95643","Kirchgasse 12","","aleko77@test.de","","0131/842133","","","","","","","-1",""
"","","Jaqueline","","Bulafihein","","","","","","","Bochum","44787","Luisenstrasse 66","","odepa54@email.com","","04528/76527","","","","","","","-1",""
"","","Vitus","","Luwubemüller","","","","","","","Weiden i.d.OPf.","92637","Weinbergstrasse 49","","idopi72@surfnet.de","","0429694/421713742","","","","","","","-1",""
"","","Erika","","Dodoschatt","","","","","","","Pockau-Lengefeld","09514","Königsberger Strasse 51","","asutu89@gmx.de","","0192/44682713","","","","","","","-1",""
"","","Armin","","Sawufoson","","","","","","","Töging a.Inn","84513","Akazienweg 15","","owufu97@gmx.de","","04547/913129793","","","","","","","-1",""
"","","Delia","","Kätalateson","","","","","","","Aichach","86551","Lerchenweg 201","","eluka83@gmail.de","","08378/657423718","","","","","","","-1",""
"","","Ilias","","Soroferemeiner","","","","","","","Alpirsbach","72275","Wilhelmstrasse 64","","evari97@outloock.de","","093281/657661","","","","","","","-1",""
"","","Danielle","","Zütegatehein","","","","","","","Eckartsberga","06648","Veilchenweg 7","","danielle.zuetegatehein99@email.com","","01826/8779465","","","","","","","-1",""
"","","Carlos","","Tüsifarehein","","","","","","","Wittenberg, Lutherstadt","06886","Sudetenstrasse 202","","esotu56@surfnet.de","","02718/48385","","","","","","","-1",""
"","","Magret","","König","","","","","","","Lenzen (Elbe)","19309","Wiesengrund 275","","utuze78@outloock.de","","094917/783444","","","","","","","-1",""
"","","Dimitrios","","Molabistein","","","","","","","Offenbach am Main","63065","Hochstrasse 79","","ileke54@t-online.de","","038291/49311","","","","","","","-1",""
"","","Aleksandar","","Godabason","","","","","","","Wittenburg","19243","Steinweg 178","","arola76@yahoo.de","","05397/81833192","","","","","","","-1",""
"","","Hanspeter","","Wuduflodehein","","","","","","","Amorbach","63916","Wacholderweg 30","","hanspeter.wuduflodehein87@test.de","","059278/837462","","","","","","","-1",""
"","","Ingo","","Daribeson","","","","","","","Perleberg","19348","Waldweg 86","","otamo95@gmx.de","","0498896/6263253","","","","","","","-1",""
"","","Rita","","Retifledehein","","","","","","","Fürstenfeldbruck","82256","Talstrasse 207","","orola65@outloock.de","","018436/93922927","","","","","","","-1",""
"","","Erhardt","","Lelesadeson","","","","","","","Oer-Erkenschwick","45739","Pappelweg 224","","ewifu62@gmail.de","","083931/843837181","","","","","","","-1",""
"","","Klaus","","Derediweiner","","","","","","","Dorsten","46284","Luisenstrasse 153","","klaus.derediweiner72@t-online.de","","08848/62641","","","","","","","-1",""
"","","Blanka","","Schäfer","","","","","","","Radeburg","01471","Heckenweg 173","","blanka.schaefer62@surfnet.de","","06839/43368166","","","","","","","-1",""
"","","Magnus","","Wilelatemüller","","","","","","","Geiselhöring","94333","Kiefernweg 247","","magnus.wilelatemueller58@gmail.com","","05643/36281","","","","","","","-1",""
"","","Linus","","König","","","","","","","Treuenbrietzen","14929","Kirchplatz 262","","atoma88@surfnet.de","","0599515/75848769","","","","","","","-1",""
"","","Cord","","Zurovodemüller","","","","","","","Steinbach (Taunus)","61449","Ginsterweg 170c","","isute84@outloock.de","","0933481/99144865","","","","","","","-1",""
"","","Reimund","","Neumann","","","","","","","Kaltenkirchen","24568","Haydnstrasse 158a","","iluke62@gmail.de","","08233/12635","","","","","","","-1",""
"","","Murat","","Schmitt","","","","","","","Püttlingen","66346","Markt 206d","","murat.schmitt64@test.de","","064955/666639271","","","","","","","-1",""
"","","Alexa","","Netudumeiner","","","","","","","Moers","47441","Steinweg 28","","alexa.netudumeiner85@surfnet.de","","0699/996891","","","","","","","-1",""
"","","Magret","","Becker","","","","","","","Rutesheim","71277","Ringstrasse 281","","atozi76@gmail.com","","0649/491915756","","","","","","","-1",""
"","","Gitta","","Cetewatteson","","","","","","","Lauscha","98724","Am Bahnhof 21","","gitta.cetewatteson77@email.com","","0526/591821","","","","","","","-1",""
"","","Luzia","","Kudovodemeiner","","","","","","","Verl","33415","Birkenweg 6","","luzia.kudovodemeiner72@gmail.com","","0122/14752","","","","","","","-1",""
"","","Dorothea","","Klein","","","","","","","Köthen (Anhalt)","06366","Poststrasse 93","","dorothea.klein57@surfnet.de","","093568/3349847","","","","","","","-1",""
"","","Paul","","Beromaumüller","","","","","","","Sinzig","53489","Oststrasse 127","","oloke89@gmail.de","","017112/2891759","","","","","","","-1",""
"","","Roy","","Dotosede","","","","","","","Sehnde","31319","Am Anger 20","","roy.dotosede60@gmx.de","","058427/18276","","","","","","","-1",""
"","","Ingetraut","","Fälogrodeson","","","","","","","Erbach","89155","Uhlandstrasse 150b","","adipu98@t-online.de","","053635/53493","","","","","","","-1",""
"","","Constanze","","Feragrodemüller","","","","","","","Gundelsheim","74831","Neuer Weg 103","","otezu57@email.com","","09676/9393358","","","","","","","-1",""
"","","Baptist","","Dodalate","","","","","","","Stolpen","01833","Teichstrasse 100","","awafe74@gmail.com","","029397/51219","","","","","","","-1",""
"","","Mariele","","Vevavorestein","","","","","","","Ginsheim-Gustavsburg","65462","Rosenstrasse 39d","","atemi75@surfnet.de","","087756/997526825","","","","","","","-1",""
"","","Siegmar","","Vorograde","","","","","","","Marktbreit","97340","Dorfstrasse 169","","siegmar.vorograde88@email.com","","0697743/183435","","","","","","","-1",""
"","","Horst-Peter","","Rurubahein","","","","","","","Wilthen","02681","Kastanienweg 133","","irolu86@gmail.de","","0741/39481758","","","","","","","-1",""
"","","Arno","","Werner","","","","","","","Dargun","17159","Burgstrasse 270","","edapu69@surfnet.de","","0542831/6472745","","","","","","","-1",""
"","","Edmund","","Gotoda","","","","","","","Porta Westfalica","32457","Mühlgasse 212","","edmund.gotoda75@test.de","","0855257/189331","","","","","","","-1",""
"","","Florian","","Herrmann","","","","","","","Friedrichstadt","25840","Jahnstrasse 70","","etizi73@yahoo.de","","0479524/84587472","","","","","","","-1",""
"","","Margaretha","","Hofmann","","","","","","","Rodewisch","08228","Wacholderweg 34","","eteza75@test.de","","0868187/574818","","","","","","","-1",""
"","","Luitgard","","Ladidi","","","","","","","Mechernich","53894","Seestrasse 31","","iruli68@email.com","","0131/881679719","","","","","","","-1",""
"","","Lukas","","Vitavade","","","","","","","Gladenbach","35075","Frühlingstrasse 297","","arala54@gmail.de","","0871189/41443738","","","","","","","-1",""
"","","Ludmilla","","Herematt","","","","","","","Neustadt a.d.Aisch","91413","Industriestrasse 209","","utuzu64@gmail.com","","0972745/18388525","","","","","","","-1",""
"","","Irmingard","","Cadafledemeiner","","","","","","","Meersburg","88709","Alte Dorfstrasse 79","","irmingard.cadafledemeiner88@yahoo.de","","0557/39588","","","","","","","-1",""
"","","Harold","","Jududostein","","","","","","","Gransee","16775","Frühlingstrasse 114","","iwofo65@gmx.de","","082913/63335888","","","","","","","-1",""
"","","Cathrin","","Mädugatehein","","","","","","","Trier","54290","Birkenstrasse 116","","aliki93@gmail.de","","027955/199434357","","","","","","","-1",""
"","","Anna-Lena","","Misumode","","","","","","","Parchim","19370","Kastanienweg 46","","itumo92@surfnet.de","","0953/2824415","","","","","","","-1",""
"","","Notburga","","Lödubuhein","","","","","","","Apolda","99510","Am Bahnhof 213","","notburga.loedubuhein55@test.de","","034482/18726273","","","","","","","-1",""
"","","Stefani","","Bidolode","","","","","","","Schwabach","91126","Rotdornweg 149","","stefani.bidolode67@surfnet.de","","03841/31734","","","","","","","-1",""
"","","Mechtild","","Maier","","","","","","","Hofheim am Taunus","65719","Eichendorffstrasse 72","","mechtild.maier90@surfnet.de","","0317/93995593","","","","","","","-1",""
"","","Nadin","","Meier","","","","","","","Pulheim","50259","Poststrasse 109","","ivara86@gmx.de","","02167/37243","","","","","","","-1",""
"","","Ayse","","Zimmermann","","","","","","","Themar","98660","Berliner Strasse 285","","udopi97@gmail.com","","097149/14678","","","","","","","-1",""
"","","Helen","","Schäfer","","","","","","","Blaubeuren","89143","Meisenweg 178","","ovare75@t-online.de","","0331/63262","","","","","","","-1",""
"","","Concetta","","Ledibaweiner","","","","","","","Delitzsch","04509","Mittelweg 13","","awefe55@outloock.de","","09248/8867313","","","","","","","-1",""
"","","Ramon","","Börusademüller","","","","","","","Munderkingen","89597","Brückenstrasse 271","","ramon.boerusademueller67@surfnet.de","","0482678/69968785","","","","","","","-1",""
"","","Elenore","","Siwesade","","","","","","","Eppstein","65817","Eichenstrasse 186","","ewofe78@yahoo.de","","0742/37858445","","","","","","","-1",""
"","","Ortrud","","Meyer","","","","","","","Selters (Westerwald)","56242","Bahnhofstrasse 294","","ortrud.meyer87@t-online.de","","0468/479262379","","","","","","","-1",""
"","","Käte","","Vosesade","","","","","","","Wittlich","54516","Uhlandstrasse 116","","kaete.vosesade85@yahoo.de","","087653/983928","","","","","","","-1",""
"","","Ingeborg","","Mevamattmeiner","","","","","","","Kitzscher","04567","Sudetenstrasse 100","","udipa76@t-online.de","","04629/77275713","","","","","","","-1",""
"","","Ronald","","Faraplau","","","","","","","Neustadt i. Sa.","01844","Lilienweg 33","","ronald.faraplau99@gmx.de","","0393737/44595","","","","","","","-1",""
"","","Ralf-Dieter","","Dötevorehein","","","","","","","Naumburg","34311","Holunderweg 295","","oteza98@gmail.com","","02557/1971269","","","","","","","-1",""
"","","Ilja","","Schulz","","","","","","","Gundelsheim","74831","Haydnstrasse 174","","ilja.schulz75@gmx.de","","0989983/43529437","","","","","","","-1",""
"","","Karl-Ludwig","","Rolodamüller","","","","","","","Memmingen","87700","Brückenstrasse 240","","adipo70@yahoo.de","","0913756/639515329","","","","","","","-1",""
"","","Hansgeorg","","Nudidostein","","","","","","","Neustadt an der Weinstraße","67433","Am Sportplatz 283d","","itizi85@yahoo.de","","08964/88675928","","","","","","","-1",""
"","","Alois","","Jetemauhein","","","","","","","Jerichow","39319","Mörikestrasse 216","","uwefe57@yahoo.de","","0416/4217222","","","","","","","-1",""
"","","Oswald","","Wuvidomeiner","","","","","","","Mörfelden-Walldorf","64546","Jahnstrasse 14","","edipu71@gmail.com","","0397328/18611","","","","","","","-1",""
"","","Filiz","","Hividu","","","","","","","Bad Säckingen","79713","Finkenweg 63d","","odupe71@t-online.de","","02348/178592971","","","","","","","-1",""
"","","Roselinde","","Jetafledehein","","","","","","","Münsingen","72525","Gutenbergstrasse 230","","ewefa59@gmail.com","","01693/734237","","","","","","","-1",""
"","","Antonino","","Külabaweiner","","","","","","","Heringen/Helme","99765","Raiffeisenstrasse 200","","uliki67@surfnet.de","","06585/636242","","","","","","","-1",""
"","","Hassan","","Nosasade","","","","","","","Hann. Münden","34346","Lerchenstrasse 274","","hassan.nosasade97@surfnet.de","","0743775/38997731","","","","","","","-1",""
"","","Walli","","Vuwufomüller","","","","","","","Obernkirchen","31683","Weinbergstrasse 233","","uvoru70@t-online.de","","07815/73327585","","","","","","","-1",""
"","","Nikolaj","","Cetabodo","","","","","","","Neutraubling","93073","Kirchgasse 74","","ewofu59@gmail.com","","04223/5664357","","","","","","","-1",""
"","","Hans-Ludwig","","Putigaustein","","","","","","","Lindenfels","64678","Poststrasse 129","","owifu90@yahoo.de","","0532557/943231632","","","","","","","-1",""
